ship_type,engine_power_kw,sfoc,cargo_load_pct,avg_speed_knots,distance_nm,wave_height_m,wind_speed_mps,current_speed_mps,monsoon_season,fuel_consumption_tons
Container,14219.89644,165.403629,48.53561273,15.07452098,2946.448714,1.784565148,8.750814156,0.132566301,1,787.1890166
Bulk Carrier,12556.03618,160.4584413,82.39328764,11.90093149,3533.180184,2.537210829,13.58888079,1.159293722,0,1096.428258
Container,18147.74786,160.0,90.79794608,14.41114899,1246.214208,3.407090235,7.106727066,0.462665408,1,453.3315312
Container,23898.16237,160.9703468,99.13731158,13.91162604,4051.44941,3.714497213,16.71060339,-1.414411511,0,2514.24693
Bulk Carrier,26162.86,189.16,89.63,11.71,86.11,1.08,8.89,1.29,0,42.2124
Tanker,15252.96206,177.3651472,56.74762355,12.3536478,1996.158229,0.866968987,3.823994118,-0.16686628,0,527.3336642
Tanker,17195.79751,185.4490489,55.2895952,13.94718058,5137.860685,5.838313508,16.95443776,-0.127520749,1,2839.898224
Bulk Carrier,15890.72185,178.4721772,51.75681685,16.55743762,839.8531228,0.814982584,6.447963112,0.932091149,0,195.8514839
Bulk Carrier,13767.286,166.3222637,48.90315041,15.51481829,850.4795662,4.445234375,5.559306155,1.786423378,0,170.712613
Container,14715.18528,200.7160166,59.01179649,13.7344464,4399.282727,2.202744072,11.35781294,0.753569332,0,1514.360583
Bulk Carrier,13172.36513,199.3694885,58.40260924,12.10007037,1674.243318,5.376548464,5.224658622,1.174416973,1,634.1462704
Tanker,22207.25578,164.5453717,75.80608189,14.9872234,4496.989708,5.728484743,11.74312402,-1.852749623,1,2439.390632
Container,16792.028,218.3056554,47.97775777,9.554571322,2657.894734,1.568003704,4.275095133,-1.553112225,1,1534.587942
Tanker,10164.34554,160.0,73.026314,13.85595656,5872.788577,4.03831468,10.26393484,1.253117372,1,1249.572742
Tanker,18076.92622,160.0,99.14528781,11.75327393,1802.561573,5.529508711,2.069055478,-1.829853121,1,715.1422009
Bulk Carrier,16760.0151,160.0,61.10248582,13.03325605,2574.602077,2.605033104,3.666146327,-1.129695903,0,740.2518904
Bulk Carrier,14464.7729,180.4328141,62.0121949,11.00183475,3968.777161,5.560536017,12.84881601,-0.242102141,0,1983.970364
Bulk Carrier,12169.07245,160.0,79.10581388,13.66458524,2983.63438,1.50459954,11.45799393,1.236508335,0,708.3195645
Container,5065.9,179.84,96.72,15.37,142.79,0.76,9.94,0.49,0,10.2691
Container,7000.276537,182.5975908,92.43656847,14.88160816,3428.360433,3.427995497,5.646768699,-1.981683689,1,535.4504659
Container,15599.74326,173.0125768,97.41977691,16.0696849,1704.40571,0.603608653,10.75344326,-0.134587886,0,520.8374596
Bulk Carrier,16991.27671,197.6390608,59.13009538,15.10097444,4416.452992,2.71983452,15.61773917,1.604763939,0,1581.514065
Container,18981.11141,160.0,78.87506672,10.97974509,4529.912604,1.081345618,14.12322007,-1.715188697,0,2257.927133
Tanker,6123.76,163.5,68.94,13.54,231.41,2.26,3.26,0.82,0,18.1302
Tanker,12839.36571,188.9789473,49.62139141,11.74514643,3588.541497,1.446128859,12.27748129,-1.724185739,1,1360.537906
Container,12586.13757,176.8360969,94.30687808,13.55538992,4052.323952,1.215361882,15.84514669,0.65217242,0,1348.242099
Container,17147.90448,196.1111879,60.34575119,9.291342931,999.1756111,5.005815473,2.619831405,-1.465562858,0,563.093441
Tanker,15447.76777,177.4472516,98.67051319,11.6647983,1671.566022,5.513479591,6.489130213,-1.660993108,1,723.464639
Tanker,16499.30136,175.7870587,69.72385649,12.76773467,1178.456592,2.57584962,14.72063826,0.39353177,1,578.4224792
Bulk Carrier,14062.5252,203.9282638,59.547128,14.87976144,3718.587511,1.26524465,2.240141161,1.766757366,0,811.1502704
Bulk Carrier,14963.77917,160.0,96.59445686,14.65169778,2602.194218,3.918269439,15.03869483,0.154131046,0,909.7395359
Bulk Carrier,19487.07633,181.7622469,90.97172377,12.44238374,664.814667,5.090293075,15.60428238,-0.082945508,1,412.6296806
Bulk Carrier,19235.58506,186.1215927,73.31354742,18.2540883,4476.803301,2.393255214,3.623670409,-1.264591844,0,1283.168051
Tanker,19249.98105,185.2989919,99.84522425,12.98090197,4218.881641,3.085276017,8.779572077,-0.149025327,1,2201.38067
Container,17252.71691,170.5014931,82.13859467,14.07122574,2662.231353,2.161552667,12.55805024,-0.371025453,0,974.1177623
Bulk Carrier,9413.715335,167.7286878,81.61583132,13.94005906,4710.529711,3.9778082,5.418701711,1.095645968,0,893.9759576
Bulk Carrier,9761.788738,188.3884724,52.14511381,13.08718622,1539.106877,2.214126116,4.587671604,-0.602226436,0,311.5047933
Bulk Carrier,15494.93984,160.8520338,80.77669759,14.13486316,5361.603505,1.704829278,5.990044889,-1.202671633,1,1513.375292
Bulk Carrier,25802.82,180.79,99.76,18.79,97.1,2.82,8.92,0.9,0,30.0155
Tanker,11467.7409,171.1813455,62.9432236,12.8681802,5131.63845,3.242255869,6.31395406,0.72714822,0,1282.245525
Container,20163.82259,164.2948513,94.18449402,13.17953386,880.9103007,3.569237701,13.59035144,1.269565613,0,399.9029061
Bulk Carrier,13888.82269,172.587608,66.83857534,15.58794284,3867.506353,0.521751116,12.08579757,1.583976889,0,902.4891278
Container,11743.52997,183.0947643,48.57125894,16.4321996,1467.757952,4.576929127,10.4269776,0.751487136,1,378.9944259
Tanker,16761.27249,215.3628724,44.35058415,13.89404501,3251.073919,2.076645184,13.99787945,-0.981105544,0,1457.832002
Tanker,16740.95255,199.1150466,56.44959361,8.98179301,5229.87872,2.153324822,4.19794552,-1.563494868,0,2940.774833
Tanker,16880.55071,188.8204563,54.64120576,14.59045323,4241.575315,2.850937382,14.20110203,-0.931145714,0,1962.463806
Container,12907.85253,208.866877,98.44490239,19.2038583,5877.249613,3.433223393,16.33956124,-0.347947819,0,1672.090932
Tanker,13245.96155,187.4046634,49.25038924,15.39230004,2018.562807,5.636266005,4.482447087,1.672918657,0,480.0811737
Tanker,15872.62908,201.7163375,82.21792217,11.8489808,4778.779711,4.196786533,5.334316108,0.976480541,0,1897.719033
Container,16492.13157,192.8618928,48.40237603,12.91527787,2427.511476,3.262881968,7.745025634,-0.61082835,0,996.5125861
Container,13973.70636,173.8193195,89.45180419,13.45439906,2924.94816,3.261274961,8.677980794,-1.628550083,0,971.8325479
Container,21220.44648,220.0,67.04012875,15.88809276,5807.080501,2.166719636,3.195075746,0.490878853,0,2448.020831
Container,13578.31891,175.2945765,64.81238466,12.5894663,3421.826116,0.905935463,7.131547607,-0.684457096,0,925.3992772
Tanker,14797.5036,167.7202762,50.6496327,11.76578639,534.7066383,0.984684215,15.25446903,-1.683055106,0,206.3928052
Container,8161.180081,196.0454495,58.88188495,11.84696402,4228.001419,1.704600097,13.34886693,0.118937584,0,902.5503244
Bulk Carrier,12584.26363,191.2326161,95.13085722,13.16296077,3222.065243,1.61760577,2.397756023,1.790164524,1,921.7943486
Bulk Carrier,16443.20387,168.2160807,96.79094884,16.4349159,1401.389207,2.514755482,14.76971319,0.834123339,0,471.8259364
Tanker,12954.31008,193.5141504,94.88960652,15.81681929,5811.525351,2.691535538,3.275094323,-1.568589122,1,1585.32973
Tanker,16751.60561,196.084554,41.34671506,13.82980134,1909.280617,4.564285736,11.88829678,-0.741338252,0,826.6485252
Tanker,22669.74,164.23,52.83,8.49,32.65,2.59,3.46,0.59,1,16.3932
Tanker,16545.3388,180.6394797,90.26665555,13.75446813,5808.115181,0.937837219,2.097883994,-1.333902996,0,1729.438446
Bulk Carrier,11882.00138,193.115238,93.80658729,12.91210645,1152.895307,3.665512852,2.493496927,-0.850281986,1,345.5508344
Tanker,13345.25,171.21,80.45,16.52,141.46,1.88,2.76,0.55,0,22.234
Tanker,21990.88716,172.3099655,96.83760648,16.71889242,4996.255149,5.375253821,6.963951369,1.073590521,1,2283.816658
Bulk Carrier,16129.02764,195.9389998,79.48033479,15.06738329,5274.223788,1.706475967,14.71929872,1.706923218,0,1737.14032
Container,12841.39129,165.7483634,68.44219051,16.56245931,2029.130733,5.685976648,2.931371712,1.738118003,0,411.8613703
Tanker,12857.25,183.44,66.15,12.33,148.23,0.54,6.1,0.91,0,32.9239
Bulk Carrier,20877.56825,205.4777205,45.48270862,15.081357,1311.040369,4.71897246,8.388036001,0.295032508,0,543.4355683
Bulk Carrier,15546.21296,194.3393095,48.08930136,18.72487991,1517.835982,1.435066161,5.446794864,1.149022696,0,320.597788
Bulk Carrier,15413.20942,177.7880818,57.41211286,14.83578035,3444.105436,4.294338657,8.424032236,1.805253983,1,1105.931108
Container,17687.75875,167.1600503,89.29867325,11.21163254,4863.366136,3.187598818,4.81901706,1.471071269,0,1882.734036
Bulk Carrier,12106.7798,214.3195086,76.74932559,13.63928883,842.1405525,4.354091572,12.52837074,1.480092062,1,271.123684
Container,19298.03028,202.4374954,41.77254661,16.29921573,3951.314069,1.837870401,2.71599892,-1.919070614,0,1367.538265
Container,19132.42402,196.6635119,97.09200159,12.57758162,1546.16826,5.929402282,16.07926553,1.658480854,0,941.9701141
Container,18384.45009,175.8210845,95.65186244,15.20203534,5811.404075,3.066867856,8.708809042,-1.363887134,1,2515.374922
Tanker,9329.322395,178.8447058,85.03994581,13.19935575,4609.067784,4.355507935,5.144956589,1.628253548,0,1002.728599
Tanker,15883.57947,208.9040346,79.14887188,15.22773985,1790.595566,3.719286781,13.24807793,-1.56902734,0,826.6682489
Bulk Carrier,24181.0,176.33,81.51,16.24,296.57,0.56,9.82,0.32,0,95.1055
Container,8803.91,181.46,98.53,17.93,63.84,1.63,6.01,0.77,1,6.7056
Tanker,16265.51345,195.4944789,68.71103808,17.99806779,5736.489656,4.03213712,16.13615777,-0.675404828,1,2329.696649
Bulk Carrier,12124.18328,160.0,86.76079521,13.64931451,3444.792261,1.946284554,3.733458015,0.702181289,1,720.0780107
Container,10707.03,167.07,82.91,18.07,171.04,0.99,4.85,0.53,0,20.4422
Container,14761.5126,175.8826644,49.78077098,10.92637898,625.9071918,4.474072336,14.55847594,-0.143497404,0,300.7658512
Tanker,15407.14531,187.3135513,63.07476908,11.8578924,5573.449624,5.731300625,12.57774212,0.232449436,0,2841.575484
Tanker,7118.7,173.5,54.59,11.18,56.4,0.81,3.64,0.06,0,6.8179
Bulk Carrier,22618.43,160.03,92.4,11.88,289.37,2.02,3.55,0.88,1,98.73
Tanker,18316.88373,164.5599592,79.08751057,10.26047974,1428.768938,5.986379126,6.686357284,0.814493193,1,786.4748227
Tanker,18089.41925,173.2939832,85.14744486,13.57925202,853.5874734,5.438493743,6.973116143,1.238529015,0,339.4973998
Container,14111.83,173.77,68.69,13.59,225.95,1.8,3.53,1.46,0,50.0681
Bulk Carrier,17178.84,178.45,63.39,14.98,159.0,1.97,5.6,0.75,1,34.3382
Container,13366.41468,172.9868123,50.16147102,12.78657589,1695.798201,5.482551521,11.71088448,1.488619485,0,570.8948611
Bulk Carrier,15291.43128,181.0936583,47.11433448,13.15751004,3836.08729,4.157258448,9.744868883,1.712006683,0,1212.240261
Tanker,25128.85,160.75,76.23,9.17,264.63,2.81,3.58,0.22,0,137.345
Tanker,20538.27876,163.7149509,82.2654124,13.93471702,1233.31012,0.865176879,6.937719236,-1.763155271,0,474.7108339
Tanker,16940.0669,191.8053051,95.96651246,13.89108546,2215.553641,2.906889321,4.605303112,0.723339143,1,861.082322
Bulk Carrier,19999.13103,182.0880206,82.8360594,8.0,4846.062585,2.634333368,14.74290878,1.883332631,0,3983.980221
Container,16277.98639,175.1557573,62.01291478,13.36183777,2239.927197,3.51291298,10.06350535,0.714921358,1,840.6222719
Bulk Carrier,15259.03739,197.3363149,71.0681427,18.62640579,4036.245614,1.928776139,9.156505357,-0.542102432,1,1157.21741
Tanker,14307.21511,160.0,42.41378656,13.73298082,2402.086774,4.888550568,15.85012689,-1.758979768,0,826.5545552
Container,8514.705842,189.0657844,74.08843581,13.66522904,2271.925038,1.138959873,12.51875703,-0.059431448,1,485.6638068
Container,16390.76361,207.4154745,77.64196827,11.69017136,5231.409266,1.829760817,17.41499836,-0.927890908,1,3452.934275
Bulk Carrier,12442.59681,160.0,83.79158151,11.29830034,4568.011466,2.92389541,4.354003656,1.173569922,0,1124.455751
Container,8953.207091,198.877629,52.69138587,14.67753493,3119.784264,5.746078691,11.43994488,1.868429999,1,714.6585854
Tanker,5000.0,184.663639,97.43720187,14.87711778,5445.302149,0.675124456,6.770887479,0.568332526,1,533.2990077
Tanker,11793.61773,186.7131515,59.68900366,13.07604786,1460.295314,1.451395444,13.07352141,-0.432204798,1,445.8443299
Bulk Carrier,14005.81852,160.0,81.05524091,11.70112597,1493.675699,5.032834314,13.4098703,1.314867365,1,561.2826649
Tanker,15253.74604,177.8822043,99.78685869,14.03294019,5493.654178,5.329601426,4.068404204,-1.273350804,0,2077.407174
Tanker,15118.99595,165.7488206,66.08691568,15.32999105,4985.389731,5.159458344,4.273506877,-1.89281553,0,1374.395123
Container,29729.87,181.41,71.85,9.66,248.72,2.91,7.78,0.75,1,146.2171
Bulk Carrier,12292.15332,200.5471256,91.73805936,12.72852064,3409.130739,0.526641159,16.47487448,0.404878487,1,1313.515217
Container,16545.6366,174.4798877,66.72182989,13.77146137,2539.868218,0.805100153,11.48699731,0.642746409,0,788.7558366
Tanker,23466.5,187.27,65.59,10.93,147.02,1.83,8.75,0.11,0,68.9708
Tanker,8670.695107,183.4942143,75.96274373,12.68716264,783.6876231,5.87820383,17.88724009,-1.004550152,0,233.5859371
Tanker,6639.08,164.28,95.74,18.4,288.26,1.94,8.99,1.41,1,20.9946
Tanker,18390.09981,187.6516425,86.23844398,9.697639695,4712.892268,2.644945797,16.46293187,1.457835089,0,3351.147059
Container,15114.88,160.98,94.69,18.33,64.62,0.71,4.74,0.47,0,9.3954
Tanker,22162.66,184.51,92.01,9.77,239.59,1.72,4.02,0.86,0,110.0364
Container,17028.89993,163.2678486,98.74894424,11.49317417,5734.642707,3.80333771,11.07198776,1.120260804,0,2263.436035
Container,11565.51948,200.6943349,59.2239553,11.55306608,5682.164138,4.942246459,15.68580812,1.277216511,0,2424.49591
Container,20785.53,176.66,66.51,18.25,53.69,0.88,5.17,0.88,1,11.4927
Container,13748.17517,180.0642039,99.15365679,18.86136198,5676.249314,1.959985378,7.7047857,-1.710036734,1,1376.086817
Bulk Carrier,13394.88808,160.0,96.67471578,13.61953286,1656.771849,5.529102639,16.41013504,0.490605199,1,626.2166994
Bulk Carrier,23640.30499,183.2438313,53.27879909,11.39503901,699.134484,3.463044194,7.488483351,-0.71033296,0,417.9498737
Bulk Carrier,13681.0542,190.4425465,46.29746966,18.33671152,3774.314641,1.398250018,3.995070273,0.774729273,1,737.9223778
Container,19543.42778,164.809641,49.15192295,12.77205645,1882.259627,5.607086258,7.177112271,-1.683850665,0,837.8461384
Container,15850.56476,220.0,86.35340089,15.1002207,1514.501007,0.748445368,9.103390073,0.664541633,1,539.4499537
Tanker,11577.7065,160.0,73.46701353,11.20083653,2327.937192,1.601536393,9.920599955,0.166546957,1,631.1905176
Tanker,16760.14516,186.3687471,98.13211198,13.60987049,1195.980856,3.176989933,2.614247417,-0.688917578,1,467.0211566
Tanker,24961.86,172.23,73.89,8.8,293.83,1.93,7.46,1.0,1,170.6813
Container,19466.45468,210.1916348,99.5578115,10.75801521,2513.421691,0.587840105,8.578611504,-0.562047722,0,1565.547083
Bulk Carrier,9939.219712,160.0,83.10375288,18.26942759,3439.136913,1.373224139,15.02809035,-0.942256939,0,574.0516981
Bulk Carrier,20174.16,164.88,62.49,19.78,137.29,1.28,4.42,0.75,0,24.382
Bulk Carrier,17387.91869,208.6491298,67.5393833,17.75352405,4152.799444,4.594076029,16.1763551,1.339275157,1,1744.450565
Tanker,5435.410041,173.2164538,42.63869254,15.79981644,4547.373785,1.662095225,17.34032871,-1.202661846,1,530.0112819
Tanker,19173.57,179.98,95.71,12.45,277.35,0.62,2.81,0.26,0,93.0299
Bulk Carrier,14368.92728,197.7901279,85.94335621,13.85058187,5911.44567,2.441618188,7.74207833,1.445840349,0,1922.721113
Bulk Carrier,8019.55,165.47,54.27,11.8,68.45,0.91,9.63,0.29,0,8.5593
Bulk Carrier,15382.53541,199.1323501,48.14411845,8.249550805,5279.977282,0.805916786,11.82135348,-1.805725473,1,3640.599377
Bulk Carrier,15026.20195,174.9368565,52.61240962,12.16342784,2206.928615,4.005983473,13.1097864,-1.829082483,0,993.2371611
Bulk Carrier,19634.44147,207.9036742,75.58513769,12.04283912,3662.837876,5.781531248,15.62262888,1.022139519,1,2926.021322
Tanker,24991.75,174.96,60.18,14.13,174.08,2.83,5.91,0.02,0,67.1789
Bulk Carrier,6641.719051,174.014564,94.09798424,11.73224529,1968.40836,4.110190655,5.642485144,1.299962676,0,307.3375889
Tanker,27624.84,181.04,58.37,19.03,148.5,1.83,5.97,1.42,0,42.7146
Tanker,17372.40838,220.0,87.09279475,13.9472498,4670.82017,1.122074956,4.922391441,-0.387970219,1,1986.369854
Tanker,15201.45,169.63,67.89,15.67,247.06,2.72,6.73,0.28,0,50.6824
Container,11585.01469,163.3406306,46.43687191,12.67534995,1345.79665,5.741193083,6.803618133,-0.42613419,0,342.3409052
Container,14484.22,185.71,98.96,15.29,95.17,2.93,5.68,0.25,0,18.3632
Tanker,16344.24032,189.8997522,50.47595985,15.77000662,1647.730497,2.241662086,4.423202264,0.392233539,0,462.6014328
Tanker,15399.39817,178.3911194,86.91904514,15.32028012,4737.156845,3.999214796,6.696668369,-1.410327914,0,1651.596763
Tanker,24516.17437,173.4670368,40.08414207,12.51441754,4902.369441,5.004413067,3.652360535,1.982281189,0,2241.874883
Container,18313.3069,201.7255384,51.8093737,9.533023498,3996.760042,5.961878638,7.741336422,-1.100177855,0,2901.022622
Tanker,15453.46211,192.0377833,86.57684985,8.0,3527.04226,3.555987821,15.33747494,1.687370572,0,2431.509256
Bulk Carrier,22794.32584,160.0,50.70012469,20.72306741,2468.351882,2.538867355,8.586264948,1.824473577,1,676.4003105
Bulk Carrier,15686.36104,160.8371129,75.31580616,11.65983189,1516.470359,4.805300116,10.65567308,-0.122812092,1,752.3633488
Tanker,14507.91193,193.9541623,40.43291883,13.44400007,2449.572737,3.770075927,5.201003905,1.071442508,1,845.4131194
Container,11644.13201,220.0,75.62763658,17.06360606,2782.012385,0.833119796,10.11172897,0.287249877,1,696.0659046
Container,14677.13199,160.0,54.08243334,16.84371716,2754.995112,3.622067384,12.28610326,0.734109318,0,621.4156461
Bulk Carrier,16536.78197,184.6308052,43.23204334,16.56586848,4211.467869,2.898152615,11.91835386,0.09345114,1,1446.183006
Bulk Carrier,18761.52582,160.0,98.76603667,18.68283382,3522.319673,4.744195393,9.481091153,1.936091973,0,993.2123349
Container,12424.37975,205.884748,95.85458119,11.46758174,2943.915269,1.474071619,3.289558214,-1.051927637,0,928.6364327
Bulk Carrier,5951.678812,160.0,69.03309464,12.8140025,3961.82026,5.374327414,13.79382273,1.212039538,0,621.2981164
Tanker,10415.89829,189.4032598,52.99693496,9.754573845,3386.407016,4.346366408,6.205771974,-0.609440771,1,1257.401159
Bulk Carrier,11572.64,171.91,77.4,10.6,87.37,0.79,7.4,0.18,0,19.5056
Tanker,14517.21501,195.6748962,78.04356346,8.0,4139.70587,1.20599028,8.12085293,-1.698931754,0,2379.585444
Tanker,15683.2381,180.6200455,89.00589955,20.02610047,839.2906479,4.71834638,6.098135499,1.30769777,1,224.0176561
Tanker,17894.57929,162.0757994,73.41625514,17.98281409,2896.890119,5.124100927,11.56193433,-1.860869567,0,986.6211854
Tanker,14565.26032,178.8835677,66.01761565,14.91158348,5660.904659,4.570652323,8.163065283,-1.215554077,0,1971.005826
Container,9129.104795,180.3873202,50.57601082,17.25836688,1985.576686,1.278668087,4.397661234,-1.594626571,1,271.5366932
Container,14803.4,174.3,72.39,8.24,232.45,1.91,3.8,0.22,0,85.2737
Tanker,17132.06374,160.0,76.51756091,13.07061996,751.2758182,3.088622217,5.172040731,-1.9156421,0,245.9731878
Tanker,17977.61379,174.6476852,50.62431434,13.92334575,3931.337055,1.054122476,14.70179754,-0.24480283,1,1473.090316
Container,8716.330237,168.3116771,52.15703853,15.5559448,1077.687794,2.121604618,6.666841746,-1.267909841,0,150.0147062
Bulk Carrier,16287.99652,210.110637,93.00903628,15.02285271,5213.397291,5.465907841,6.790582572,-0.964862209,0,2182.135256
Bulk Carrier,7028.024151,172.0222812,67.84065865,16.88696363,947.0528512,0.503815977,4.88467365,1.283837584,0,87.2544927
Tanker,12228.76434,199.5547647,82.04135235,11.26536149,3774.611589,1.351087503,2.022069422,0.188410765,1,1154.896523
Bulk Carrier,12218.04284,182.8790259,91.66580859,14.76816716,1297.827886,5.76167147,13.60674933,-1.580884094,0,429.1253882
Bulk Carrier,11444.44693,201.4604569,63.83003034,14.52888155,3466.449306,4.72785545,9.223468255,1.288010248,1,1065.187089
Tanker,13483.52463,209.4938187,59.61378973,10.5246315,1438.057692,3.923692721,9.048843466,0.984954332,1,706.5747467
Bulk Carrier,11220.46307,160.0,61.39192754,11.78102391,3605.542088,5.998113291,16.71820647,-1.034342937,0,1241.34383
Container,16380.59349,181.1226181,45.81648658,16.52904399,5557.710885,4.378165918,15.30450462,1.71180267,1,1813.717535
Bulk Carrier,14924.54042,175.8145633,90.62115048,18.15883764,4916.305492,1.28732552,2.204014429,-1.006431624,0,1010.183935
Container,14048.71753,191.2836201,73.64502074,13.58614307,4572.609739,3.228927554,9.763655771,-1.905902819,0,1729.966071
Container,20413.63405,190.2094331,94.97961841,14.26830906,2397.133149,5.167818438,2.587647501,-1.270598862,1,1254.440055
Bulk Carrier,11592.33043,172.067251,87.95723657,14.50468469,5420.664107,1.112365205,7.748134514,0.778679198,1,1300.012157
Container,12611.85384,160.0,85.34444659,15.3372842,2056.567273,1.232034261,16.26962942,0.697029865,1,542.496182
Bulk Carrier,15080.75105,172.7343778,45.91461872,17.49109257,5004.113883,1.901040861,3.300401261,0.312801004,0,925.8310915
Tanker,12851.17959,160.0,79.42641841,16.90762431,1919.850695,3.889709249,8.175095387,1.158925143,1,434.4023882
Container,11685.14807,180.5690347,52.65388892,9.412374495,1236.838995,2.305773704,9.11770049,-0.26650745,0,410.182099
Tanker,9141.128484,192.0388886,75.40872057,13.88074025,4177.265003,0.562151953,9.385282283,-0.01237641,0,771.6974007
Tanker,19508.94623,220.0,55.22023506,15.27599225,4931.39146,1.519929813,17.98836722,0.06270821,0,2467.13058
Bulk Carrier,14483.52,162.6,54.92,15.61,77.29,1.7,9.31,0.15,1,13.9168
Container,15715.12,163.71,99.44,16.52,19.96,0.79,7.38,0.62,1,3.2788
Container,14357.25374,168.7399322,67.93105567,15.74885146,4229.735973,3.460685697,17.96359391,0.90805801,0,1338.405259
Container,8155.030195,188.2186249,48.51923323,15.30398585,2460.465286,3.599864918,16.49583537,1.244425411,1,529.3002823
Tanker,14515.87695,192.7279033,82.41517444,12.20170021,5925.878101,4.454473777,3.327922368,-0.025685228,0,2258.051176
Tanker,10582.48062,185.354402,83.33692036,13.29602608,4401.773604,3.032828059,14.99080597,-1.792480532,0,1301.487363
Bulk Carrier,10672.93753,220.0,57.56508214,13.52088572,2798.443988,4.349922046,10.70214546,1.961750891,0,781.2529822
Container,19074.62692,160.0,41.64125714,17.60110771,4372.954737,2.506501194,13.15699594,-1.608876853,1,1448.528238
Tanker,10627.513,171.7638463,58.64085544,16.3179799,3851.290676,0.799085969,10.98640597,0.853221176,1,714.1471547
Bulk Carrier,17977.21527,188.8120244,40.02461895,13.92398641,3442.212763,3.754555817,11.26439699,-1.406927982,0,1554.234812
Container,13687.82,178.17,94.51,16.82,268.35,2.29,2.11,0.73,0,41.6495
Bulk Carrier,14644.28587,160.0,70.59809903,10.79741546,4111.847479,5.999377027,8.163871965,1.320497879,1,1671.360982
Bulk Carrier,9056.678125,170.8989074,41.94438184,19.44341253,2785.527122,0.648680549,15.01594873,-1.763067562,0,382.0486664
Bulk Carrier,15192.33779,160.0,51.14932564,11.1907538,4914.619557,3.154458508,2.420516427,0.316828776,0,1425.816682
Container,13176.11513,206.1645196,83.96822591,12.49894153,3703.366969,0.802526156,12.58509164,0.127292679,0,1316.721511
Tanker,14862.29403,176.1925707,93.59212666,14.86439068,4532.325956,4.443847763,7.320559942,1.113948482,0,1419.536774
Bulk Carrier,9919.40503,172.3322367,60.93698933,15.04944307,3499.015836,1.010422813,8.641155725,0.567372724,0,572.8841213
Tanker,10357.62,184.55,65.3,11.83,194.87,1.23,3.49,0.11,0,38.0966
Tanker,12701.91432,177.1084327,66.04114022,15.88915008,1555.870795,3.339361138,12.74442481,-1.634073129,0,435.3952144
Bulk Carrier,15443.97,185.54,63.85,10.44,211.59,2.16,2.37,0.84,0,61.6564
Tanker,18035.23874,219.1001545,87.78970436,13.35196688,1412.207247,3.184619308,12.75036387,-0.602583117,1,807.563154
Tanker,15152.39162,160.0,93.27945908,12.17192027,2459.072457,3.287140086,5.474366202,0.482547185,0,812.3434785
Tanker,15125.85,160.3,92.54,17.52,234.2,2.53,9.44,0.14,0,36.486
Bulk Carrier,15659.93672,195.515453,83.51637349,12.33754025,3326.901925,1.54835548,8.255172776,-1.078674146,0,1397.04243
Container,22387.72726,160.0,57.82473183,14.13488063,4455.2454,2.301102722,6.230331855,-1.131093735,0,1776.733379
Tanker,17794.61802,192.74645,61.42341384,11.72025567,948.2300094,4.440531917,16.18974887,0.405714761,1,580.5341533
Container,16466.7555,161.7016769,94.26904796,13.13170064,4140.554114,1.702812974,9.344339232,0.954986466,0,1296.15842
Bulk Carrier,12793.1,164.7,58.78,15.58,245.64,2.59,4.72,0.59,0,39.7407
Container,12482.20479,196.7969889,82.57302696,16.38357482,3826.051099,4.741809636,12.33427608,-0.486286419,0,1165.563027
Bulk Carrier,10833.5284,175.2952851,56.3129077,16.96593884,2761.5461,5.760008727,11.97137525,1.223657097,0,563.7801837
Bulk Carrier,12223.53039,220.0,71.31658109,14.60330201,2730.572988,5.718535823,9.605408487,1.029508407,1,987.0502759
Container,19986.18237,171.8248835,65.36321936,13.63384879,4779.389145,3.274412724,12.25667202,-0.961188859,0,2275.9134
Tanker,20769.71,171.38,56.54,15.01,74.52,0.54,5.42,1.3,0,20.3229
Tanker,10821.22208,181.1871602,64.07052527,14.38008625,3783.819829,3.620956934,14.82956675,-0.525034658,0,1072.869942
Bulk Carrier,10715.46774,181.8165597,77.79413446,15.80232347,1253.374431,1.300008528,2.022293295,-0.934701444,0,203.5522195
Bulk Carrier,14775.02559,164.5402719,66.99276984,14.72223758,3850.35203,2.535967866,11.08753846,0.416755484,0,1106.916154
Bulk Carrier,10652.46118,188.8380198,47.77572813,13.6981406,4240.463773,5.722885406,12.15098422,-0.242362807,1,1273.520274
Container,21942.13,165.55,99.17,13.81,40.3,2.41,6.9,0.71,0,12.8251
Bulk Carrier,10688.07,175.21,67.7,12.8,12.96,2.63,6.96,0.74,0,2.2545
Container,23375.31,183.2,75.36,18.68,219.66,1.57,3.81,0.15,1,54.3851
Tanker,14747.09784,178.1970742,57.2750725,15.46775537,2457.433155,3.187760768,6.331346023,0.633786416,1,660.191992
Bulk Carrier,12163.89339,160.0,69.39890921,12.92745575,3672.550746,4.775156031,4.338588023,0.228988842,0,849.9636813
Tanker,7990.3,189.21,95.52,15.56,153.93,1.69,6.78,1.09,0,17.3352
Container,18258.41593,160.0,74.30703233,15.53641268,4668.208601,5.627934304,13.77224887,-1.342248968,1,2334.239839
Bulk Carrier,13362.668,198.8743548,48.32888541,19.84421692,4840.624736,1.678214991,10.23652938,1.207315663,0,934.211512
Container,17056.58249,162.8500067,72.78625949,10.55309262,4196.327109,3.165806245,9.733903567,0.397598788,1,1966.373079
